id,cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
id2695,SÃO JERÔNIMO,Jornal,431840,3,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,21841,768.93,0.465,0.696,0.56,0.822,0.734
id5321,SÃO LUIZ GONZAGA,Jornal,431890,3,n/d,RS,Rio Grande do Sul,S,Brasil,34268,698.77,0.528,0.741,0.664,0.855,0.718
id2717,SAPUCAIA DO SUL,Jornal,432000,3,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,130595,733.28,0.589,0.726,0.624,0.844,0.726
id5338,TAPEJARA,Jornal,432090,3,n/d,RS,Rio Grande do Sul,S,Brasil,19141,922.28,0.527,0.76,0.688,0.837,0.763
id5344,TAQUARI,Jornal,432130,3,n/d,RS,Rio Grande do Sul,S,Brasil,25869,786.91,0.533,0.733,0.629,0.849,0.737
id5346,TEUTÔNIA,Jornal,432145,3,n/d,RS,Rio Grande do Sul,S,Brasil,27165,854.63,0.527,0.747,0.65,0.855,0.751
id5358,TUPANCIRETÃ,Jornal,432220,3,n/d,RS,Rio Grande do Sul,S,Brasil,22161,708.79,0.468,0.709,0.596,0.828,0.721
id5360,VACARIA,Jornal,432250,3,n/d,RS,Rio Grande do Sul,S,Brasil,60849,797.86,0.527,0.721,0.605,0.838,0.74
id5657,COXIM,Jornal,500330,3,n/d,MS,Mato Grosso do Sul,CO,Brasil,32041,703.01,0.45,0.703,0.579,0.836,0.719
id5661,TRÊS LAGOAS,Jornal,500830,3,n/d,MS,Mato Grosso do Sul,CO,Brasil,101171,863.66,0.579,0.744,0.645,0.849,0.752
id1332,CÁCERES,Jornal,510250,3,n/d,MT,Mato Grosso,CO,Brasil,87269,590.43,0.525,0.708,0.633,0.813,0.691
id1340,COLÍDER,Jornal,510320,3,n/d,MT,Mato Grosso,CO,Brasil,30525,758.67,0.423,0.713,0.604,0.819,0.732
id1383,SINOP,Jornal,510790,3,n/d,MT,Mato Grosso,CO,Brasil,112124,877.68,0.571,0.754,0.682,0.832,0.755
id1386,SORRISO,Jornal,510792,3,n/d,MT,Mato Grosso,CO,Brasil,66131,988.74,0.516,0.744,0.635,0.839,0.774
id651,LUZIÂNIA,Jornal,521250,3,RIDE DF,GO,Goiás,CO,Brasil,173474,580.88,0.51,0.701,0.602,0.831,0.689
id665,PIRES DO RIO,Jornal,521740,3,n/d,GO,Goiás,CO,Brasil,28628,702.46,0.515,0.744,0.65,0.88,0.719
id692,VALPARAÍSO DE GOIÁS,Jornal,522185,3,RIDE DF,GO,Goiás,CO,Brasil,132705,764.73,0.663,0.746,0.695,0.815,0.733
id2322,COLORADO DO OESTE,Jornal,110006,2,n/d,RO,Rondônia,N,Brasil,18540,535.41,0.426,0.685,0.584,0.814,0.676
id2339,VILHENA,Jornal,110030,2,n/d,RO,Rondônia,N,Brasil,75614,768.98,0.554,0.731,0.659,0.808,0.734
id2337,SÃO MIGUEL DO GUAPORÉ,Jornal,110032,2,n/d,RO,Rondônia,N,Brasil,21700,440.6,0.346,0.646,0.537,0.781,0.644
id1413,CASTANHAL,Jornal,150240,2,RM Belém,PA,Pará,N,Brasil,172265,467.32,0.536,0.673,0.582,0.8,0.654
id708,IMPERATRIZ,Jornal,210530,2,n/d,MA,Maranhão,NE,Brasil,246317,613.87,0.617,0.731,0.698,0.803,0.697
id219,NOVA RUSSAS,Jornal,230930,2,n/d,CE,Ceará,NE,Brasil,30864,304.52,0.353,0.614,0.524,0.754,0.585
id2265,CURRAIS NOVOS,Jornal,240310,2,n/d,RN,Rio Grande do Norte,NE,Brasil,42240,526.96,0.493,0.691,0.617,0.794,0.673
id2277,PARNAMIRIM,Jornal,240325,2,n/d,RN,Rio Grande do Norte,NE,Brasil,200906,850.44,0.682,0.766,0.726,0.825,0.75
id1474,ARARIPINA,Jornal,260110,2,n/d,PE,Pernambuco,NE,Brasil,77085,324.01,0.321,0.602,0.467,0.785,0.595
id1477,CARUARU,Jornal,260410,2,n/d,PE,Pernambuco,NE,Brasil,313111,553.99,0.468,0.677,0.569,0.799,0.681
id112,ALAGOINHAS,Jornal,290070,2,n/d,BA,Bahia,NE,Brasil,141312,553.17,0.575,0.683,0.592,0.79,0.681
id123,CANDEIAS,Jornal,290650,2,RM Salvador,BA,Bahia,NE,Brasil,82844,462.57,0.563,0.691,0.616,0.823,0.652
id5626,ILHÉUS,Jornal,291360,2,n/d,BA,Bahia,NE,Brasil,183184,579.46,0.528,0.69,0.59,0.808,0.688
id179,VITÓRIA DA CONQUISTA,Jornal,293330,2,n/d,BA,Bahia,NE,Brasil,304599,555.66,0.493,0.678,0.581,0.788,0.681
id816,ANDRADAS,Jornal,310260,2,n/d,MG,Minas Gerais,SE,Brasil,37150,754.39,0.425,0.734,0.617,0.878,0.731
id831,BAEPENDI,Jornal,310490,2,n/d,MG,Minas Gerais,SE,Brasil,18097,497.21,0.408,0.681,0.57,0.833,0.664
id836,BARBACENA,Jornal,310560,2,n/d,MG,Minas Gerais,SE,Brasil,124847,854.27,0.569,0.769,0.687,0.881,0.751
id870,BOM DESPACHO,Jornal,310740,2,n/d,MG,Minas Gerais,SE,Brasil,45489,809.9,0.522,0.75,0.661,0.861,0.742
id872,BORDA DA MATA,Jornal,310830,2,n/d,MG,Minas Gerais,SE,Brasil,17033,635.37,0.448,0.73,0.64,0.865,0.703
id874,BRUMADINHO,Jornal,310900,2,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,33754,910.31,0.503,0.747,0.639,0.857,0.761
id880,CAMPO BELO,Jornal,311120,2,n/d,MG,Minas Gerais,SE,Brasil,51235,646.71,0.44,0.711,0.586,0.868,0.706
id882,CAPELINHA,Jornal,311230,2,n/d,MG,Minas Gerais,SE,Brasil,34552,432.55,0.364,0.653,0.527,0.824,0.641
id892,CARMO DO RIO CLARO,Jornal,311440,2,n/d,MG,Minas Gerais,SE,Brasil,20308,685.17,0.469,0.733,0.649,0.85,0.715
id901,CAXAMBU,Jornal,311550,2,n/d,MG,Minas Gerais,SE,Brasil,21489,963.25,0.535,0.743,0.629,0.848,0.77
id919,DIAMANTINA,Jornal,312160,2,n/d,MG,Minas Gerais,SE,Brasil,45453,597.41,0.513,0.716,0.632,0.839,0.693
id921,DIVINO,Jornal,312200,2,n/d,MG,Minas Gerais,SE,Brasil,18917,426.94,0.278,0.605,0.421,0.823,0.639
id930,EXTREMA,Jornal,312510,2,n/d,MG,Minas Gerais,SE,Brasil,28466,745.21,0.508,0.732,0.633,0.849,0.729
id969,ITABIRITO,Jornal,313190,2,n/d,MG,Minas Gerais,SE,Brasil,45260,784.55,0.561,0.73,0.638,0.828,0.737
id981,ITUIUTABA,Jornal,313420,2,n/d,MG,Minas Gerais,SE,Brasil,96689,824.46,0.513,0.739,0.644,0.84,0.745
id983,ITURAMA,Jornal,313440,2,n/d,MG,Minas Gerais,SE,Brasil,34074,753.23,0.521,0.747,0.674,0.848,0.73
id1004,LAVRAS,Jornal,313820,2,n/d,MG,Minas Gerais,SE,Brasil,91582,889.65,0.618,0.782,0.719,0.88,0.757
id1006,LEOPOLDINA,Jornal,313840,2,n/d,MG,Minas Gerais,SE,Brasil,50929,609.5,0.506,0.726,0.635,0.867,0.696
id1037,NOVA LIMA,Jornal,314480,2,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,80327,1731.84,0.66,0.813,0.704,0.885,0.864
id1039,NOVA SERRANA,Jornal,314520,2,n/d,MG,Minas Gerais,SE,Brasil,73372,659.74,0.475,0.715,0.597,0.864,0.709
id1042,OURO BRANCO,Jornal,314590,2,n/d,MG,Minas Gerais,SE,Brasil,35143,866.02,0.622,0.764,0.68,0.872,0.753
id1044,OURO FINO,Jornal,314600,2,n/d,MG,Minas Gerais,SE,Brasil,31352,635.38,0.455,0.722,0.622,0.861,0.703
id1088,SACRAMENTO,Jornal,315690,2,n/d,MG,Minas Gerais,SE,Brasil,23718,732.35,0.465,0.732,0.619,0.871,0.726
id1093,SANTA LUZIA,Jornal,315780,2,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,202170,557.62,0.53,0.715,0.625,0.859,0.682
id1120,TAIOBEIRAS,Jornal,316800,2,n/d,MG,Minas Gerais,SE,Brasil,30730,426.91,0.391,0.67,0.578,0.815,0.639
id1157,VESPASIANO,Jornal,317120,2,RM Belo Horizonte,MG,Minas Gerais,SE,Brasil,104081,539.05,0.477,0.688,0.592,0.811,0.677
id442,BARRA DE SÃO FRANCISCO,Jornal,320090,2,n/d,ES,Espírito Santo,SE,Brasil,40014,527.84,0.43,0.683,0.58,0.815,0.673
id465,MONTANHA,Jornal,320350,2,n/d,ES,Espírito Santo,SE,Brasil,17637,547.46,0.376,0.667,0.535,0.816,0.679
id479,PIÚMA,Jornal,320420,2,n/d,ES,Espírito Santo,SE,Brasil,18011,629.9,0.541,0.727,0.643,0.852,0.702
id487,SERRA,Jornal,320500,2,n/d,ES,Espírito Santo,SE,Brasil,407614,705.89,0.614,0.739,0.664,0.844,0.72
id2013,BARRA DO PIRAÍ,Jornal,330030,2,n/d,RJ,Rio de Janeiro,SE,Brasil,94474,719.16,0.606,0.733,0.665,0.819,0.723
id2029,CACHOEIRAS DE MACACU,Jornal,330080,2,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,54233,604.45,0.515,0.7,0.603,0.817,0.695
id2035,CARMO,Jornal,330120,2,n/d,RJ,Rio de Janeiro,SE,Brasil,17172,559.66,0.5,0.696,0.608,0.813,0.683
id2056,IGUABA GRANDE,Jornal,330187,2,n/d,RJ,Rio de Janeiro,SE,Brasil,22831,818.01,0.66,0.761,0.704,0.841,0.744
id2058,ITABORAÍ,Jornal,330190,2,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,217364,584.35,0.528,0.693,0.593,0.813,0.69
id2091,MIRACEMA,Jornal,330300,2,n/d,RJ,Rio de Janeiro,SE,Brasil,26684,608.62,0.569,0.713,0.646,0.805,0.696
id2121,PATY DO ALFERES,Jornal,330385,2,n/d,RJ,Rio de Janeiro,SE,Brasil,26248,562.52,0.389,0.671,0.549,0.806,0.683
id2134,PORTO REAL,Jornal,330411,2,n/d,RJ,Rio de Janeiro,SE,Brasil,16563,577.07,0.53,0.713,0.645,0.817,0.688
id2136,QUEIMADOS,Jornal,330414,2,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,137712,484.4,0.536,0.68,0.589,0.81,0.659
id2204,SÃO FIDÉLIS,Jornal,330480,2,n/d,RJ,Rio de Janeiro,SE,Brasil,37429,567.23,0.488,0.691,0.611,0.787,0.685
id2217,SÃO PEDRO DA ALDEIA,Jornal,330520,2,n/d,RJ,Rio de Janeiro,SE,Brasil,87646,710.04,0.578,0.712,0.626,0.801,0.721
id2219,SAPUCAIA,Jornal,330540,2,n/d,RJ,Rio de Janeiro,SE,Brasil,17497,558.94,0.432,0.675,0.561,0.804,0.682
id2225,SEROPÉDICA,Jornal,330555,2,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,77485,604.82,0.572,0.713,0.648,0.805,0.695
id3960,ALUMÍNIO,Jornal,350115,2,n/d,SP,São Paulo,SE,Brasil,16753,747.27,0.639,0.766,0.732,0.841,0.729
id5008,AMERICANA,Jornal,350160,2,n/d,SP,São Paulo,SE,Brasil,209811,1161.68,0.651,0.811,0.76,0.876,0.8
id3964,AMPARO,Jornal,350190,2,n/d,SP,São Paulo,SE,Brasil,65521,1027.6,0.592,0.785,0.711,0.871,0.78
id3986,ARUJÁ,Jornal,350390,2,RM São Paulo,SP,São Paulo,SE,Brasil,74649,910.67,0.624,0.784,0.73,0.866,0.761
id5666,BAURU,Jornal,350600,2,n/d,SP,São Paulo,SE,Brasil,339422,1163.86,0.672,0.801,0.752,0.854,0.8
id4028,BOITUVA,Jornal,350700,2,n/d,SP,São Paulo,SE,Brasil,48145,889.51,0.587,0.78,0.728,0.861,0.757
id4041,BRODOWSKI,Jornal,350780,2,n/d,SP,São Paulo,SE,Brasil,21023,787.91,0.529,0.755,0.675,0.864,0.738
id4043,BROTAS,Jornal,350790,2,n/d,SP,São Paulo,SE,Brasil,21515,722.76,0.509,0.74,0.688,0.815,0.724
id4045,BURITAMA,Jornal,350810,2,n/d,SP,São Paulo,SE,Brasil,15350,779.78,0.537,0.763,0.72,0.839,0.736
id4047,CABREÚVA,Jornal,350840,2,n/d,SP,São Paulo,SE,Brasil,41489,694.03,0.535,0.738,0.678,0.828,0.717
id4056,CACONDE,Jornal,350870,2,n/d,SP,São Paulo,SE,Brasil,18434,627,0.438,0.72,0.62,0.858,0.701
id4058,CAFELÂNDIA,Jornal,350880,2,n/d,SP,São Paulo,SE,Brasil,16509,680.71,0.499,0.742,0.661,0.867,0.714
id4064,CAJURU,Jornal,350940,2,n/d,SP,São Paulo,SE,Brasil,23277,597.11,0.482,0.713,0.633,0.825,0.693
id4085,CAPÃO BONITO,Jornal,351020,2,n/d,SP,São Paulo,SE,Brasil,46014,534.75,0.477,0.721,0.671,0.826,0.675
id5776,CARAGUATATUBA,Jornal,351050,2,n/d,SP,São Paulo,SE,Brasil,99908,773.99,0.609,0.759,0.705,0.845,0.735
id5566,CATANDUVA,Jornal,351110,2,n/d,SP,São Paulo,SE,Brasil,112210,945.05,0.611,0.785,0.74,0.853,0.767
id4100,CERQUEIRA CÉSAR,Jornal,351140,2,n/d,SP,São Paulo,SE,Brasil,17288,665.36,0.518,0.729,0.666,0.821,0.71
id5567,COLINA,Jornal,351200,2,n/d,SP,São Paulo,SE,Brasil,17279,706.69,0.545,0.757,0.712,0.845,0.72
id4127,DESCALVADO,Jornal,351370,2,n/d,SP,São Paulo,SE,Brasil,30629,798.74,0.55,0.76,0.687,0.865,0.74
id5568,DOIS CÓRREGOS,Jornal,351410,2,n/d,SP,São Paulo,SE,Brasil,24650,727.28,0.478,0.725,0.616,0.853,0.725
id4135,DRACENA,Jornal,351440,2,n/d,SP,São Paulo,SE,Brasil,41992,862.86,0.58,0.776,0.737,0.842,0.752
id4143,FARTURA,Jornal,351540,2,n/d,SP,São Paulo,SE,Brasil,15194,618.77,0.513,0.732,0.648,0.867,0.699
id4150,FERRAZ DE VASCONCELOS,Jornal,351570,2,RM São Paulo,SP,São Paulo,SE,Brasil,168022,587.83,0.585,0.738,0.703,0.828,0.691
id4154,FRANCISCO MORATO,Jornal,351630,2,RM São Paulo,SP,São Paulo,SE,Brasil,154059,483.98,0.508,0.703,0.647,0.815,0.659
id4156,FRANCO DA ROCHA,Jornal,351640,2,RM São Paulo,SP,São Paulo,SE,Brasil,123427,632.42,0.527,0.731,0.654,0.852,0.702
id5570,GARÇA,Jornal,351670,2,n/d,SP,São Paulo,SE,Brasil,42771,786.83,0.559,0.769,0.728,0.849,0.737
id4162,GUARARAPES,Jornal,351820,2,n/d,SP,São Paulo,SE,Brasil,30494,739.89,0.548,0.763,0.726,0.84,0.727
id4195,IGARAÇU DO TIETÊ,Jornal,352000,2,n/d,SP,São Paulo,SE,Brasil,23255,590.77,0.461,0.727,0.664,0.838,0.691
id4198,ILHA SOLTEIRA,Jornal,352044,2,n/d,SP,São Paulo,SE,Brasil,24998,1063.04,0.669,0.812,0.782,0.871,0.786
id5134,IRACEMÁPOLIS,Jornal,352140,2,n/d,SP,São Paulo,SE,Brasil,19969,808.74,0.603,0.776,0.729,0.863,0.742
id5576,ITIRAPINA,Jornal,352360,2,n/d,SP,São Paulo,SE,Brasil,12742,772.14,0.496,0.724,0.636,0.813,0.734
id4245,ITUPEVA,Jornal,352400,2,n/d,SP,São Paulo,SE,Brasil,44744,848.65,0.593,0.762,0.699,0.844,0.75
id4257,JAGUARIÚNA,Jornal,352470,2,n/d,SP,São Paulo,SE,Brasil,44108,1038.61,0.635,0.784,0.715,0.862,0.782
id4282,LARANJAL PAULISTA,Jornal,352640,2,n/d,SP,São Paulo,SE,Brasil,25243,760.58,0.527,0.729,0.639,0.829,0.732
id4979,LEME,Jornal,352670,2,n/d,SP,São Paulo,SE,Brasil,91255,746.15,0.511,0.744,0.665,0.851,0.729
id5585,LINS,Jornal,352710,2,n/d,SP,São Paulo,SE,Brasil,70592,919.53,0.657,0.786,0.733,0.869,0.762
id4291,LORENA,Jornal,352720,2,n/d,SP,São Paulo,SE,Brasil,82126,781.28,0.672,0.766,0.713,0.856,0.736
id4296,MAIRIPORÃ,Jornal,352850,2,RM São Paulo,SP,São Paulo,SE,Brasil,80353,944.03,0.625,0.788,0.723,0.881,0.767
id4305,MATÃO,Jornal,352930,2,n/d,SP,São Paulo,SE,Brasil,76679,940.44,0.57,0.773,0.713,0.847,0.766
id4313,MOCOCA,Jornal,353050,2,n/d,SP,São Paulo,SE,Brasil,65734,881.99,0.584,0.762,0.709,0.827,0.756
id4337,MONTE AZUL PAULISTA,Jornal,353150,2,n/d,SP,São Paulo,SE,Brasil,18862,765.11,0.502,0.753,0.69,0.843,0.733
id4340,MORRO AGUDO,Jornal,353190,2,n/d,SP,São Paulo,SE,Brasil,29050,687.37,0.449,0.712,0.604,0.836,0.716
id5590,NOVO HORIZONTE,Jornal,353350,2,n/d,SP,São Paulo,SE,Brasil,36479,806.75,0.519,0.753,0.665,0.865,0.741
id4347,OLÍMPIA,Jornal,353390,2,n/d,SP,São Paulo,SE,Brasil,49865,783.14,0.573,0.773,0.724,0.867,0.737
id4359,OSVALDO CRUZ,Jornal,353460,2,n/d,SP,São Paulo,SE,Brasil,29646,797.55,0.581,0.762,0.713,0.837,0.74
id4371,PARANAPANEMA,Jornal,353580,2,n/d,SP,São Paulo,SE,Brasil,17712,613.31,0.459,0.717,0.631,0.839,0.697
id4373,PAULÍNIA,Jornal,353650,2,n/d,SP,São Paulo,SE,Brasil,82005,1160.79,0.68,0.795,0.727,0.864,0.8
id4375,PEDERNEIRAS,Jornal,353670,2,n/d,SP,São Paulo,SE,Brasil,41334,788.42,0.531,0.739,0.673,0.812,0.738
id4381,PEREIRA BARRETO,Jornal,353740,2,n/d,SP,São Paulo,SE,Brasil,24618,743.94,0.57,0.766,0.732,0.845,0.728
id4386,PIEDADE,Jornal,353780,2,n/d,SP,São Paulo,SE,Brasil,51436,601.32,0.448,0.716,0.624,0.848,0.694
id4393,PIRACAIA,Jornal,353860,2,n/d,SP,São Paulo,SE,Brasil,25013,893.05,0.485,0.739,0.625,0.851,0.758
id4401,PIRAJU,Jornal,353880,2,n/d,SP,São Paulo,SE,Brasil,28356,801.23,0.558,0.758,0.699,0.843,0.74
id4403,PIRAJUÍ,Jornal,353890,2,n/d,SP,São Paulo,SE,Brasil,19560,770.38,0.507,0.749,0.672,0.853,0.734
id5595,PIRASSUNUNGA,Jornal,353930,2,n/d,SP,São Paulo,SE,Brasil,69832,1086.22,0.651,0.801,0.736,0.884,0.789
id5596,PRADÓPOLIS,Jornal,354090,2,n/d,SP,São Paulo,SE,Brasil,17316,788.76,0.508,0.733,0.65,0.822,0.738
id4425,PRESIDENTE VENCESLAU,Jornal,354150,2,n/d,SP,São Paulo,SE,Brasil,36387,846.18,0.565,0.763,0.708,0.837,0.749
id4427,PROMISSÃO,Jornal,354160,2,n/d,SP,São Paulo,SE,Brasil,35331,726,0.527,0.743,0.666,0.85,0.724
id5597,RANCHARIA,Jornal,354220,2,n/d,SP,São Paulo,SE,Brasil,28705,707.37,0.524,0.751,0.683,0.861,0.72
id4467,SANTA GERTRUDES,Jornal,354670,2,n/d,SP,São Paulo,SE,Brasil,21561,718.03,0.534,0.737,0.654,0.847,0.723
id4469,SANTA ISABEL,Jornal,354680,2,RM São Paulo,SP,São Paulo,SE,Brasil,50137,623.11,0.537,0.738,0.689,0.834,0.7
id4473,SANTO ANASTÁCIO,Jornal,354770,2,n/d,SP,São Paulo,SE,Brasil,20413,726.34,0.533,0.753,0.689,0.854,0.725
id4535,SÃO JOAQUIM DA BARRA,Jornal,354940,2,n/d,SP,São Paulo,SE,Brasil,46359,799.93,0.595,0.762,0.706,0.847,0.74
id4537,SÃO JOSÉ DO RIO PARDO,Jornal,354970,2,n/d,SP,São Paulo,SE,Brasil,51528,818.61,0.563,0.774,0.717,0.868,0.744
id5611,SÃO MANUEL,Jornal,355010,2,n/d,SP,São Paulo,SE,Brasil,38157,773.82,0.548,0.744,0.695,0.805,0.735
id5613,SÃO ROQUE,Jornal,355060,2,n/d,SP,São Paulo,SE,Brasil,78372,932.62,0.599,0.768,0.687,0.863,0.765
id4666,SÃO SEBASTIÃO,Jornal,355070,2,n/d,SP,São Paulo,SE,Brasil,73583,837.48,0.591,0.772,0.703,0.875,0.747
id5620,TIETÊ,Jornal,355450,2,n/d,SP,São Paulo,SE,Brasil,36638,927.25,0.563,0.778,0.698,0.884,0.764
id4714,VÁRZEA PAULISTA,Jornal,355650,2,n/d,SP,São Paulo,SE,Brasil,106832,706.02,0.572,0.759,0.705,0.863,0.72
id4720,VOTUPORANGA,Jornal,355710,2,n/d,SP,São Paulo,SE,Brasil,84511,977.39,0.613,0.79,0.744,0.857,0.772
id5518,ANDIRÁ,Jornal,410110,2,n/d,PR,Paraná,S,Brasil,20573,587.51,0.486,0.725,0.66,0.838,0.69
id5524,ARAPONGAS,Jornal,410150,2,n/d,PR,Paraná,S,Brasil,103954,855.02,0.567,0.748,0.669,0.834,0.751
id5537,ARAUCÁRIA,Jornal,410180,2,RM Curitiba,PR,Paraná,S,Brasil,119047,814.39,0.569,0.74,0.639,0.852,0.743
id5538,ASSIS CHATEAUBRIAND,Jornal,410200,2,n/d,PR,Paraná,S,Brasil,32901,676.1,0.467,0.729,0.633,0.857,0.713
id5533,BANDEIRANTES,Jornal,410240,2,n/d,PR,Paraná,S,Brasil,32016,679.72,0.514,0.727,0.658,0.819,0.714
id1649,CAMBÉ,Jornal,410370,2,n/d,PR,Paraná,S,Brasil,96541,723.34,0.538,0.734,0.651,0.84,0.724
id5547,CAMPINA GRANDE DO SUL,Jornal,410400,2,RM Curitiba,PR,Paraná,S,Brasil,38621,671.29,0.528,0.718,0.605,0.86,0.712
id5676,CASTRO,Jornal,410490,2,n/d,PR,Paraná,S,Brasil,66639,639.54,0.466,0.703,0.6,0.823,0.704
id5678,COLOMBO,Jornal,410580,2,RM Curitiba,PR,Paraná,S,Brasil,212419,682.85,0.526,0.733,0.632,0.87,0.715
id1681,CRUZEIRO DO OESTE,Jornal,410660,2,n/d,PR,Paraná,S,Brasil,20305,617.44,0.461,0.717,0.64,0.825,0.698
id1713,GOIOERÊ,Jornal,410860,2,n/d,PR,Paraná,S,Brasil,28869,707.58,0.49,0.731,0.639,0.85,0.72
id5531,GUARATUBA,Jornal,410960,2,n/d,PR,Paraná,S,Brasil,31809,782.92,0.517,0.717,0.604,0.828,0.737
id5520,IRATI,Jornal,411070,2,n/d,PR,Paraná,S,Brasil,55969,685.81,0.476,0.726,0.64,0.835,0.715
id5541,JACAREZINHO,Jornal,411180,2,n/d,PR,Paraná,S,Brasil,38787,770.55,0.576,0.743,0.663,0.844,0.734
id1729,JANDAIA DO SUL,Jornal,411210,2,n/d,PR,Paraná,S,Brasil,20153,803.28,0.544,0.747,0.703,0.801,0.741
id1735,LOANDA,Jornal,411350,2,n/d,PR,Paraná,S,Brasil,21023,725.67,0.499,0.725,0.645,0.815,0.724
id1757,MORRETES,Jornal,411620,2,n/d,PR,Paraná,S,Brasil,15642,665.51,0.462,0.686,0.544,0.837,0.71
id5003,NOVA ESPERANÇA,Jornal,411690,2,n/d,PR,Paraná,S,Brasil,26513,719.26,0.488,0.722,0.628,0.829,0.723
id1773,REALEZA,Jornal,412140,2,n/d,PR,Paraná,S,Brasil,16245,704.94,0.449,0.722,0.63,0.83,0.72
id5529,SANTA HELENA,Jornal,412350,2,n/d,PR,Paraná,S,Brasil,23338,791.53,0.496,0.744,0.678,0.823,0.738
id1779,SANTA TEREZINHA DE ITAIPU,Jornal,412405,2,n/d,PR,Paraná,S,Brasil,20714,688.34,0.527,0.738,0.689,0.814,0.716
id1794,TOLEDO,Jornal,412770,2,n/d,PR,Paraná,S,Brasil,118908,876.72,0.586,0.768,0.702,0.855,0.755
id5540,WENCESLAU BRAZ,Jornal,412850,2,n/d,PR,Paraná,S,Brasil,19117,594.42,0.436,0.687,0.594,0.79,0.692
id2881,ABELARDO LUZ,Jornal,420010,2,n/d,SC,Santa Catarina,S,Brasil,17016,562.88,0.404,0.696,0.578,0.852,0.684
id5373,APIÚNA,Jornal,420125,2,n/d,SC,Santa Catarina,S,Brasil,9564,776.69,0.378,0.708,0.584,0.827,0.735
id5399,COCAL DO SUL,Jornal,420425,2,n/d,SC,Santa Catarina,S,Brasil,15155,833.24,0.606,0.78,0.74,0.859,0.747
id5408,DIONÍSIO CERQUEIRA,Jornal,420500,2,n/d,SC,Santa Catarina,S,Brasil,14753,636.41,0.41,0.706,0.61,0.82,0.703
id5414,FORQUILHINHA,Jornal,420545,2,n/d,SC,Santa Catarina,S,Brasil,22503,870.85,0.503,0.753,0.657,0.861,0.754
id5416,GASPAR,Jornal,420590,2,n/d,SC,Santa Catarina,S,Brasil,57615,964.36,0.558,0.765,0.655,0.889,0.77
id3009,GUABIRUBA,Jornal,420630,2,n/d,SC,Santa Catarina,S,Brasil,18414,851.75,0.476,0.754,0.653,0.876,0.75
id5427,ITAIÓPOLIS,Jornal,420810,2,n/d,SC,Santa Catarina,S,Brasil,20280,625.36,0.423,0.708,0.606,0.836,0.7
id5430,ITAPIRANGA,Jornal,420840,2,n/d,SC,Santa Catarina,S,Brasil,15363,942.44,0.556,0.775,0.723,0.842,0.766
id5457,ORLEANS,Jornal,421170,2,n/d,SC,Santa Catarina,S,Brasil,21373,844.35,0.49,0.755,0.657,0.873,0.749
id5378,BALNEÁRIO PIÇARRAS,Jornal,421280,2,n/d,SC,Santa Catarina,S,Brasil,17029,826.13,0.562,0.756,0.668,0.869,0.745
id5468,PINHALZINHO,Jornal,421290,2,n/d,SC,Santa Catarina,S,Brasil,16222,893.85,0.552,0.783,0.716,0.886,0.758
id5470,PIRATUBA,Jornal,421310,2,n/d,SC,Santa Catarina,S,Brasil,4773,779.57,0.485,0.758,0.714,0.829,0.736
id5474,RIO DO CAMPO,Jornal,421450,2,n/d,SC,Santa Catarina,S,Brasil,6186,803.46,0.441,0.729,0.65,0.803,0.741
id5475,RIO NEGRINHO,Jornal,421500,2,n/d,SC,Santa Catarina,S,Brasil,39723,664.58,0.537,0.738,0.668,0.848,0.71
id5477,RODEIO,Jornal,421510,2,n/d,SC,Santa Catarina,S,Brasil,10871,958.15,0.447,0.754,0.626,0.889,0.769
id3136,SANTO AMARO DA IMPERATRIZ,Jornal,421570,2,n/d,SC,Santa Catarina,S,Brasil,19714,867.13,0.591,0.781,0.71,0.89,0.753
id3146,SÃO JOÃO BATISTA,Jornal,421630,2,n/d,SC,Santa Catarina,S,Brasil,26060,794.12,0.521,0.74,0.634,0.865,0.739
id5492,SÃO LOURENÇO DO OESTE,Jornal,421690,2,n/d,SC,Santa Catarina,S,Brasil,21668,841.27,0.527,0.749,0.695,0.807,0.748
id5494,SÃO LUDGERO,Jornal,421700,2,n/d,SC,Santa Catarina,S,Brasil,10930,884.18,0.564,0.755,0.683,0.834,0.756
id5510,URUSSANGA,Jornal,421900,2,n/d,SC,Santa Catarina,S,Brasil,20196,883.42,0.532,0.772,0.695,0.876,0.756
id2456,AGUDO,Jornal,430010,2,n/d,RS,Rio Grande do Sul,S,Brasil,16549,861.06,0.385,0.694,0.524,0.847,0.752
id5159,ARROIO DO MEIO,Jornal,430100,2,n/d,RS,Rio Grande do Sul,S,Brasil,18644,850.06,0.51,0.769,0.706,0.86,0.75
