Codmun6,Codmun7,cidade,regiao_metropolitana,uf,regiao,veiculos_mapeados,vei100milh,pais,POP,IDHM,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,RDPC
353070.0,3530706.0,MOGI GUAÇU,n/d,SP,Sudeste,7,5.11617368678785,Brasil,136821.0,0.774,0.598,0.736,0.852,0.74,802.19
240800.0,2408003.0,MOSSORÓ,n/d,RN,Nordeste,7,2.70834945446104,Brasil,258460.0,0.72,0.565,0.663,0.811,0.694,600.28
330390.0,3303906.0,PETRÓPOLIS,n/d,RJ,Sudeste,7,2.37831520151125,Brasil,294326.0,0.745,0.566,0.639,0.847,0.763,922.49
353980.0,3539806.0,POÁ,RM São Paulo,SP,Sudeste,7,6.62145161137755,Brasil,105717.0,0.771,0.677,0.754,0.856,0.71,664.31
354140.0,3541406.0,PRESIDENTE PRUDENTE,n/d,SP,Sudeste,7,3.40536490917405,Brasil,205558.0,0.806,0.674,0.774,0.858,0.788,1080.22
431560.0,4315602.0,RIO GRANDE,n/d,RS,Sul,7,3.58089235837571,Brasil,195482.0,0.744,0.584,0.637,0.861,0.752,859.2
354580.0,3545803.0,SANTA BÁRBARA D'OESTE,n/d,SP,Sudeste,7,3.89687748773875,Brasil,179631.0,0.781,0.595,0.731,0.867,0.752,863.02
412550.0,4125506.0,SÃO JOSÉ DOS PINHAIS,RM Curitiba,PR,Sul,7,2.65963509806455,Brasil,263194.0,0.758,0.617,0.678,0.859,0.749,846.93
421930.0,4219309.0,VIDEIRA,n/d,SC,Sul,7,14.9508756941478,Brasil,46820.0,0.764,0.592,0.675,0.857,0.772,978.07
330630.0,3306305.0,VOLTA REDONDA,n/d,RJ,Sudeste,7,2.72250657290873,Brasil,257116.0,0.771,0.672,0.72,0.833,0.763,920.51
510025.0,5100250.0,ALTA FLORESTA,n/d,MT,Centro-Oeste,6,12.3474574527195,Brasil,48593.0,0.714,0.496,0.629,0.817,0.709,660.84
110002.0,1100023.0,ARIQUEMES,n/d,RO,Norte,6,6.68404518414544,Brasil,89766.0,0.702,0.514,0.6,0.806,0.716,689.95
430160.0,4301602.0,BAGÉ,n/d,RS,Sul,6,5.16760257691115,Brasil,116108.0,0.74,0.585,0.647,0.848,0.739,795.56
140010.0,1400100.0,BOA VISTA,n/d,RR,Norte,6,2.13115103467383,Brasil,281538.0,0.752,0.687,0.708,0.816,0.737,786.55
350750.0,3507506.0,BOTUCATU,n/d,SP,Sudeste,6,4.73137612074472,Brasil,126813.0,0.8,0.653,0.746,0.869,0.79,1089.1
350760.0,3507605.0,BRAGANÇA PAULISTA,n/d,SP,Sudeste,6,4.12634880026409,Brasil,145407.0,0.776,0.623,0.704,0.861,0.772,974.08
520450.0,5204508.0,CALDAS NOVAS,n/d,GO,Centro-Oeste,6,8.58958941762584,Brasil,69852.0,0.733,0.573,0.64,0.832,0.739,794.78
420300.0,4203006.0,CAÇADOR,n/d,SC,Sul,6,8.52745128693452,Brasil,70361.0,0.735,0.516,0.62,0.878,0.728,744.28
350850.0,3508504.0,CAÇAPAVA,n/d,SP,Sudeste,6,7.11094255543572,Brasil,84377.0,0.788,0.659,0.755,0.858,0.754,871.87
311830.0,3118304.0,CONSELHEIRO LAFAIETE,n/d,MG,Sudeste,6,5.17049714330033,Brasil,116043.0,0.761,0.603,0.697,0.86,0.736,781.59
351350.0,3513504.0,CUBATÃO,n/d,SP,Sudeste,6,5.08457340429138,Brasil,118004.0,0.737,0.593,0.681,0.821,0.716,689.21
351620.0,3516200.0,FRANCA,n/d,SP,Sudeste,6,1.88941862588881,Brasil,317558.0,0.78,0.631,0.753,0.842,0.749,846.57
410840.0,4108403.0,FRANCISCO BELTRÃO,n/d,PR,Sul,6,7.69842695475891,Brasil,77938.0,0.774,0.609,0.726,0.844,0.758,895.36
430920.0,4309209.0,GRAVATAÍ,RM Porto Alegre,RS,Sul,6,2.35302422438439,Brasil,254991.0,0.736,0.611,0.636,0.862,0.727,737.29
351870.0,3518701.0,GUARUJÁ,n/d,SP,Sudeste,6,2.06857320163417,Brasil,290055.0,0.751,0.594,0.679,0.854,0.729,745.0
420730.0,4207304.0,IMBITUBA,n/d,SC,Sul,6,15.1080223598731,Brasil,39714.0,0.765,0.592,0.703,0.868,0.734,768.81
352530.0,3525300.0,JAÚ,n/d,SP,Sudeste,6,4.60617227084293,Brasil,130260.0,0.778,0.572,0.693,0.886,0.768,951.17
230730.0,2307304.0,JUAZEIRO DO NORTE,n/d,CE,Nordeste,6,2.41719106283891,Brasil,248222.0,0.694,0.528,0.642,0.81,0.644,439.53
431140.0,4311403.0,LAJEADO,n/d,RS,Sul,6,8.47230263064997,Brasil,70819.0,0.778,0.61,0.704,0.84,0.796,1130.85
